StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7,Q8,Q9,Q10,Q11,Q12,Q13,mTurkCode
2016-12-23 10:42:47,2016-12-23 10:49:37,IP Address,173.20.161.59,29,410,False,2016-12-30 10:49:38,R_XH3kLV1phwGdGI9,,,,,,,anonymous,To some extent,To a large extent,To some extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,,,2800897
2016-12-23 10:51:49,2016-12-23 10:52:23,IP Address,172.56.12.73,29,33,False,2016-12-30 10:52:35,R_1l5At0lGWA6C72A,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,9764477
2016-12-23 10:59:00,2016-12-23 11:00:52,IP Address,50.136.166.130,29,112,False,2016-12-30 11:01:30,R_Zx9AVZzGw4qAyZ3,,,,,,,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,6535825
2016-12-30 12:54:29,2016-12-30 12:57:42,IP Address,107.133.9.245,100,193,True,2016-12-30 12:57:43,R_2S6RYTSjDCosTCf,,,,,41.9223022461,-87.7555007935,anonymous,To a large extent,To some extent,To a large extent,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,I have a great relationshup with my leader. He always coaches me and the entire staff so that we could be better educators. He respects us because he always ciritiques us in private but loves to publicly give us praises. I have a closer relationshup to him than most of my colleagues because I am the chairperson for our insrtructional team. ,"Our principal understands our needs because he once was a teacher and he always puts himself in our shoes. he always helps us with any goals within the school or outside the school we want to accomplish. He has hired different coaches to help us with whatever we need help with. We meet with our principal once a week to discuss difficulties, strengths, weaknesses, etc. ",Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,USA,Male,Male,principal,teacher,education,Entry Level,9194457
2016-12-30 12:53:54,2016-12-30 12:57:49,IP Address,66.192.183.178,100,234,True,2016-12-30 12:57:50,R_1jq4kJaQ52S2mFR,,,,,47.6343994141,-122.3422012329,anonymous,To a very large extent,To a very large extent,To a very large extent,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,"My boss is great at playing to the strengths of each of our employees. When someone is hired on, after they are trained, my boss takes the time to chat with them, figure out what they are best at and what they enjoy doing the most, and then works with them to set them up to do more of those types of things. I believe she treats all of our employees equally, and there has been no display of favoritism. ","Our boss trusts each of our employees to stay on top of their work, but her door is always open if someone is stuck on something, or just wants her opinion. She is constantly asking us how she can help move us to where we want to go in our career, which is great that she is aware of our personal goals for growth within our company ",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,USA,Female,Female,Partner,Legal Assistant,Legal,Analyst / Associate,4925078
2016-12-30 12:53:37,2016-12-30 12:58:06,IP Address,50.54.39.175,100,268,True,2016-12-30 12:58:07,R_3hchk6gQYC4kTtG,,,,,41.3988952637,-83.6539001465,anonymous,To a very large extent,To a very large extent,To a very large extent,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat disagree,"My leader provides us with weekly training for the entire organization. There are many of us who are able to have coaching calls and other communications with my manager. My leader does not do a great job in showing respect to me. My relationship with my leader is not as good as my coworkers. I do not feel entirely appreciated, and in fact it seems to be there is some issue between us, though I do not know what it is.","My supervisor provides us with challenges for us to grow and expand our horizons at work and in our personal lives. My supervisor does not really listen to my concerns, but provides advice nonetheless. My supervisor does provide coaching and mentoring, with calls and emails, though I feel they are stock answers and do not provide much assistance.",Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,United States,Female,Female,Premier Executive,Senior Team Manager,Retail,Senior Manager,1318804
2016-12-30 12:54:18,2016-12-30 12:58:18,IP Address,68.110.212.184,100,239,True,2016-12-30 12:58:19,R_2ZJgRtuPC41TVGB,,,,,37.2519989014,-79.9772033691,anonymous,To a very large extent,To a very large extent,To a very large extent,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"My leader gives me the opportunities I need to work independently and grow and learn how to better and more efficiently how to do my job. However, he is always available for me to ask questions to improve myself if I don't know how to do something the best way possible, because he recognizes that the outcome is more important than the method.","My leader grew to his position from an entry level position so he is familiar not only with the structure of my job, but the ins and outs, he knows the struggles and knows which parts of ""the book"" should be followed to the letter and which parts of the standard procedure can be bent a little bit. He is always willing to let me ask before I proceed and never considers it a waste of time.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,US,Male,Male,Manager,Electronics repair technician,IT/Electronics,Analyst / Associate,2652781
2016-12-30 12:54:58,2016-12-30 13:00:24,IP Address,139.137.128.60,100,326,True,2016-12-30 13:00:25,R_2QmPQmgs80SgyED,,,,,41.3860931396,-81.7101974487,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,My manager doesn't provide much coaching. He expects me to figure out how to do things. He is always willing to give me a direction when I have a question. My manager has a more professional relationship with me. He has a more friendly and personal relationship with other people in the department because eh ahs worked with them longer. ,"My supervisor is always adding additional tasks to my workload to help build up experience for my resume. He listens to any concerns I have and he provides input on how to solve them. He provides coaching in my annual review where he outlines my strengths and weaknesses. When I had a problem with figuring out how to run files, he told me which contact person I could go to to find an answer and help me with my problem. He didn't directly help me but he pointed me in the correct direction.",Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,United States,Male,Female,Manager,Account Representative III,Healthcare,Analyst / Associate,3897830
2016-12-30 12:56:32,2016-12-30 13:01:39,IP Address,198.46.110.130,100,307,True,2016-12-30 13:01:40,R_2DUooPwQQX5swHI,,,,,40.7449035645,-73.9782028198,anonymous,To a large extent,To some extent,To a large extent,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,"my leader is very good, he directs me to do the right thing and he is fair in the tasks he gives me to do. i enjoy working for him and I am happy to come to work every day. he treats me with respect and treats my coworkers the same also. i feel as if my leader is very good at doing his job and I do not regret working under him",if i come to my leader with any problems or issues he understands and is willing to hear me out and give me the best advice he can. he coaches me in the right direction and he is always willing to help the best he can with any concerns i have about the job. i like my leader and i feel very comfortable telling him anything. i can come to him with any problems or concerns,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,United States,Male,Male,Help desk manager,help desk anaylst,insurance,Analyst / Associate,8173367
2016-12-30 12:54:15,2016-12-30 13:01:45,IP Address,98.240.229.99,100,449,True,2016-12-30 13:01:46,R_RmNB0bRMyUNsE8h,,,,,45.0505981445,-93.2445983887,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,My boss provides coaching in the way of encouragement in wanting me to do better and continue improving in my abilities by assigning me more work tasks and more challenging projects. He shows respect for me by not making me drive a bigger truck than what I am comfortable with. I drive a small truck for work to transport hazardous waste and I am not comfortable driving a bigger one and he does not make me since I help out in many other ways that the other drivers do not help out with. Other relationships he has- two guys- they swear at each other and often argue but then in his own ways of apologizing or giving back to them he gives one more freedom in lack of work duties and the other takes out to lunch.,My supervisor does not make me do anything I am not comfortable with for the most part- driving a big truck. He makes sure to assign me jobs that only a small truck is necessary for and if he assigns me jobs where a big truck is involved he makes sure the other person I am working with is going to drive the bigger truck so I don't have to. ,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,United States,Male,Female,Operations Manager,Environmental Specialist III,Hazardous waste management,Entry Level,1982751
2016-12-30 12:53:37,2016-12-30 13:01:57,IP Address,71.10.57.38,100,500,True,2016-12-30 13:01:59,R_211II88a00mdqEL,,,,,42.7704925537,-83.7466964722,anonymous,To a very large extent,To a very large extent,To a very large extent,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"My working relationship with my leader is exemplary.  Since we have been working together now for almost two decades there is very little coaching and development at this point but they always provided it earlier in our careers.  My leader respects my expertise greatly, always deferring to me to advise or even make decisions when it involves my personal work experience.  My relationship with my leader is slightly better than the leader has with other coworkers due to our longevity of working together, but otherwise my leader treats everyone the same.","My leader for the most part understands my problems and needs.  As my expertise is very technical, my leader may not fully understand what I need but knows I know what I need and works to provide that for me.  My leader often states that ""to the job, you need the right tools"", my leader firmly believes that and has demonstrated it over and over.  My leader does not do much in the way of coaching or mentoring, preferring a hands-off management style.  My leader puts you in a position to succeed and is there if you need them.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,USA,Male,Male,Manager,IT administrator,Government,Analyst / Associate,7277280
2016-12-30 12:54:45,2016-12-30 13:02:00,IP Address,69.16.172.49,100,434,True,2016-12-30 13:02:03,R_27xl6z9cge0hL9N,,,,,33.5083007813,-112.0717010498,anonymous,To some extent,To a large extent,To some extent,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,People who have been there longer probably get more attention or reciprocation than I do. My manager expects me to learn more on my own and does not neccesarily return favors. I don't know how he would. I am shown respect mainly by being able to choose my own hours. When I have something personal to do I can take the day off without problems. I am given freedom with my hours and sometimes I can choose which tasks to complete before others depending on what it is.,"My coworker who has been there longer mainly trains me while my manager checks in from time to time. My manager does listen to my concerns especially when I am out for deliveries which vary in time and distance according to traffic, lunches etc. My manager (supervisor) will try to anticipate problems beforehand and I will get info as he remembers previous experiences.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,USA,Male,Male,Manager,Associate,Book Sales,Analyst / Associate,3942390
2016-12-30 12:58:42,2016-12-30 13:03:00,IP Address,206.201.77.111,100,258,True,2016-12-30 13:03:01,R_1DOpPgIJV2E2tDT,,,,,30.0688934326,-81.5621032715,anonymous,To a large extent,To some extent,To some extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,"I think that he respects me because he asks me what happened before he assumed I did something wrong. He likes to get a perspective first. However, he doesn't do much in the way of coaching. I think that's because he doesn't really know what's going on. I think my coworkers have a greater understanding, so they're better resources.","He does not really understand my needs so he is really not able to help with problems I may have. For example, he gives me an assignment, but does not know the answers if I have questions about them. It can be kind of frustrating after a while, to be honest. I think he tries his hardest, but normally he does not do much to help",Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,US,Male,Female,QA manager,qa analyst,IT,Analyst / Associate,2595567
2016-12-30 12:56:10,2016-12-30 13:03:31,IP Address,24.192.64.57,100,441,True,2016-12-30 13:03:33,R_zdwFHaT2v0cQntf,,,,,40.1831970215,-82.9953994751,anonymous,To some extent,A little,A little,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,"The chairmen is our department leader who I report directly to. He sets and holds a hide standard. With this he gives a lot of freedom for us to complete our work at our own pace and skill. If you are not producing, we will put the hammer down but other than that he is very supportive and if I need any assistance he will get it done.","At times it seems that our chairmen does not understand our problems/concerns. This goes along hand with him giving us the freedom to get our job down. When I run into a problem, it takes minimal discussion before he understands what I need and gets this handled and back on track. My supervisor will allow me to follow his example which is his form of coaching.",Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,USA,Male,Male,Chairmen,Department manager,healthcare,Manager,7470079
2016-12-30 12:57:44,2016-12-30 13:03:45,IP Address,157.229.99.22,100,360,True,2016-12-30 13:03:47,R_2z7lrjQ0OFmmVsw,,,,,40.6421051025,-79.9445037842,anonymous,To a large extent,To a large extent,To some extent,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,"My leader does an excellent job cultivating an independence in my practice. To do this, she takes time to correct my deficiencies and provides real-time feedback on how to improve for the next assignment. She takes time out of her schedule to go over assignments in details. She provides this same level of insight with other co-workers while they are on service with her.",She recognizes my current level of knowledge and skill and appropriately builds on that foundation to get to the next level. She often provides insights in tough cases to how she was able to get around the difficulty that I am currently experiencing which is great since she is not too many years ahead of my level of training.,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,United States,Male,Female,Attending,Medical Resident,Healthcare,Entry Level,1469541
2016-12-30 13:00:35,2016-12-30 13:04:06,IP Address,108.171.133.160,100,210,True,2016-12-30 13:04:08,R_1eFDJEVq9tzQzhi,,,,,34.054397583,-118.2440032959,anonymous,To a very large extent,To a very large extent,To a large extent,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,"My leader shows that she trusts me. Over the course of the last year she has a propensity to defer decisions to me that show me this trust. I can tell this is a different relationship than what she has with others, but it is beneficial to the both of us. By giving me the ability to decide things, she shows she cares. My leader shows incessantly how much she believes in me by telling me how a good job is done and how she has elevated expectations for me.","My leader shows her understanding of my personal life by not asking details. She lets me open up to her instead of trying to draw things out of me. She also understands what I excel at and uses that, while constructively showing me what to do to do the right thing. She would show me how to compile lists and delegate call lists to other employees in the team.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,USA,Female,Male,Branch Manager,Assistant Manager,Finance,Manager,5862116
2016-12-30 12:59:28,2016-12-30 13:04:18,IP Address,72.199.119.66,100,290,True,2016-12-30 13:04:19,R_1DIH7YFfMk6kwuT,,,,,32.6360931396,-117.0531997681,anonymous,Not at all,Not at all,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,"My leader doesn't much care for his people. Even when i excel, my leader doesn't appreciate or acknowledge at all how well i'm doing. Couple that with the fact that i don't get pay raises, it's very humiliating and demoralizing at times. It makes it very hard to go to work and do my job. I don't much care to excel anymore because i know he won't care and i will only do the minimum.","My supervisor does not provide any coaching or mentoring. He does not listen to my concerns, just wants what he wants. Even if i have a very good idea to change our workflow and make people's lives easier, he doesn't care about trying to implement them. It's absolutely terrible, and makes life hard. I'm salaried and it makes me want to do the bare minimum.",Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,United States,Male,Male,Supervisor,Engineer,IT,Analyst / Associate,4911287
